model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,Manufacturer
 Octavia,,6500.0,Manual,65300.0,Diesel,0.0,74.3,1.6,skoda
 1 Series,2014.0,16700.0,Automatic,32271.0,Petrol,235.0,37.7,3.0,BMW
 Superb,,20995.0,Semi-Auto,1720.0,Petrol,145.0,36.7,1.5,skoda
 E Class,,10880.0,Automatic,56230.0,Diesel,145.0,57.7,2.1,merc
 Tiguan,2017.0,24749.0,Semi-Auto,29074.0,Petrol,145.0,38.2,,volkswagen
 Polo,2016.0,,Manual,20665.0,Petrol,20.0,60.1,1.2,volkswagen
 X1,2016.0,17200.0,Manual,26117.0,Diesel,125.0,60.1,2.0,BMW
 Tiguan,2018.0,18490.0,Manual,22000.0,Petrol,150.0,,1.4,volkswagen
 Fiesta,2014.0,8449.0,Manual,58671.0,Petrol,145.0,47.9,,ford
 Passat,2019.0,,Manual,2501.0,Petrol,145.0,43.5,1.5,volkswagen
 A4,,25000.0,Automatic,29111.0,Diesel,,54.3,,Audi
 Q5,,31950.0,Semi-Auto,15516.0,Diesel,145.0,55.4,2.0,Audi
 Insignia,2014.0,7495.0,Manual,36908.0,Diesel,30.0,65.7,2.0,vauxhall
 Q2,2017.0,19995.0,Manual,27078.0,Petrol,125.0,50.4,1.4,Audi
 Insignia,2018.0,14499.0,Manual,12735.0,Diesel,150.0,61.4,1.6,vauxhall
 Yaris,2019.0,11733.0,Manual,7414.0,Petrol,145.0,47.9,,toyota
 Up,2020.0,9990.0,Manual,387.0,Petrol,,54.3,1.0,volkswagen
 C Class,,14698.0,Manual,59038.0,Diesel,20.0,70.6,2.1,merc
 Q3,2017.0,17990.0,Manual,33126.0,Diesel,145.0,56.5,2.0,Audi
 Golf,2016.0,14999.0,Manual,52641.0,Diesel,20.0,67.3,2.0,volkswagen
 Aygo,2020.0,9680.0,Manual,5000.0,Petrol,145.0,57.7,1.0,toyota
 Insignia,2018.0,13000.0,Manual,15491.0,Petrol,145.0,47.1,1.5,vauxhall
 Superb,2018.0,20400.0,Automatic,3032.0,Petrol,145.0,36.7,1.5,skoda
 Q5,2017.0,23500.0,Semi-Auto,47228.0,Diesel,150.0,56.5,2.0,Audi
 Astra,,,Manual,21702.0,Petrol,145.0,52.3,1.4,vauxhall
 C Class,2013.0,,Automatic,69000.0,Petrol,145.0,47.9,1.6,merc
 Focus,2019.0,18520.0,Manual,9435.0,Petrol,145.0,50.4,1.5,ford
 Golf,2016.0,15198.0,Automatic,50181.0,Diesel,30.0,62.8,2.0,volkswagen
 Focus,,10450.0,Manual,29254.0,Petrol,20.0,60.1,1.0,ford
 Q3,2017.0,25500.0,Automatic,21090.0,Petrol,145.0,40.4,,Audi
 A1,2016.0,14995.0,Semi-Auto,28636.0,Diesel,20.0,70.6,,Audi
 Golf,2017.0,11290.0,Manual,59000.0,Diesel,20.0,61.4,1.6,volkswagen
 GLA Class,2016.0,18980.0,Automatic,41713.0,Diesel,125.0,,2.1,merc
 3 Series,2016.0,,Automatic,45716.0,Hybrid,0.0,,2.0,BMW
 Kuga,2018.0,19900.0,Manual,4205.0,Petrol,145.0,39.2,1.5,ford
 C Class,2018.0,,Semi-Auto,8786.0,Diesel,145.0,57.7,,merc
 Golf,2017.0,12995.0,Manual,23000.0,Petrol,,54.3,,volkswagen
 EcoSport,2017.0,10960.0,Semi-Auto,16737.0,Petrol,,44.8,1.5,ford
 Fiesta,2018.0,9489.0,Manual,35417.0,Petrol,145.0,64.2,1.1,ford
 GLC Class,2017.0,29440.0,Automatic,2017.0,Diesel,145.0,,2.1,merc
 Focus,,10993.0,Manual,17797.0,Petrol,20.0,61.4,1.0,ford
 I10,2014.0,4780.0,Manual,44000.0,Petrol,,60.1,1.0,hyundi
 A3,2017.0,16990.0,Manual,26254.0,Petrol,30.0,60.1,1.4,Audi
 Fiesta,2019.0,14440.0,Manual,,Petrol,145.0,58.9,1.0,ford
 1 Series,2016.0,10514.0,Manual,,Diesel,,78.5,,BMW
 4 Series,2016.0,,Semi-Auto,36907.0,Diesel,30.0,,2.0,BMW
 Insignia,2018.0,13000.0,Automatic,34647.0,Diesel,145.0,55.4,1.6,vauxhall
 Golf,2015.0,8998.0,Manual,48558.0,Petrol,30.0,,1.4,volkswagen
 A Class,2017.0,14500.0,Manual,17855.0,Diesel,150.0,72.4,1.5,merc
 Fiesta,2018.0,13499.0,Manual,8230.0,Petrol,145.0,,1.0,ford
 Yaris,2018.0,,Manual,11700.0,Petrol,145.0,47.1,1.5,toyota
 Q3,2014.0,14500.0,Semi-Auto,,Diesel,200.0,47.9,2.0,Audi
 A3,2015.0,11695.0,Automatic,41000.0,Petrol,30.0,57.6,1.4,Audi
 Fiesta,2017.0,,Manual,17105.0,Petrol,0.0,65.7,1.0,ford
 Golf,2013.0,7490.0,Manual,72599.0,Diesel,,,1.6,volkswagen
 Polo,2019.0,,Semi-Auto,4979.0,Petrol,145.0,39.8,2.0,volkswagen
 Golf,2019.0,24990.0,Semi-Auto,6741.0,Petrol,150.0,37.7,2.0,volkswagen
 Focus,2017.0,12050.0,Automatic,26059.0,Petrol,125.0,,1.0,ford
 5 Series,2019.0,29830.0,Automatic,123.0,Petrol,,50.4,2.0,BMW
 Astra,2017.0,9990.0,Manual,29550.0,Diesel,20.0,72.4,,vauxhall
 Fiesta,,9998.0,Manual,27533.0,Diesel,145.0,,1.5,ford
 Golf,2016.0,,Manual,,Petrol,20.0,60.1,1.4,volkswagen
 Aygo,,6495.0,Manual,45536.0,Petrol,0.0,,1.0,toyota
 Octavia,2016.0,9040.0,Manual,59030.0,Petrol,30.0,55.4,1.4,skoda
 Aygo,2017.0,6799.0,Manual,13255.0,Petrol,145.0,69.0,1.0,toyota
 A3,,9442.0,Manual,,Diesel,,74.3,1.6,Audi
 Q2,2017.0,17990.0,Manual,18365.0,Petrol,145.0,52.3,1.4,Audi
 GLA Class,2017.0,19480.0,Semi-Auto,26850.0,Diesel,,58.9,,merc
 Astra,2016.0,8730.0,Manual,21090.0,Petrol,125.0,51.4,1.4,vauxhall
 Fiesta,2016.0,7438.0,Manual,42701.0,Petrol,125.0,54.3,1.2,ford
 A5,2015.0,12490.0,Semi-Auto,52357.0,Diesel,,60.1,2.0,Audi
 Corsa,2019.0,9490.0,Manual,2378.0,Petrol,145.0,43.5,,vauxhall
 Astra,2017.0,11000.0,Manual,31994.0,Petrol,125.0,51.4,1.4,vauxhall
 Focus,2019.0,14530.0,Manual,4398.0,Petrol,145.0,58.9,1.0,ford
 Corsa,2015.0,5999.0,Manual,,Petrol,125.0,52.3,1.2,vauxhall
 Mokka X,2017.0,,Manual,34000.0,Petrol,,47.1,,vauxhall
 C Class,2019.0,62399.0,Semi-Auto,7580.0,Petrol,,28.0,4.0,merc
 Astra,2018.0,10998.0,Manual,21230.0,Petrol,145.0,51.4,1.4,vauxhall
 Q3,2016.0,,Manual,32704.0,Diesel,30.0,60.1,2.0,Audi
 X1,,8100.0,Manual,48532.0,Diesel,160.0,51.4,2.0,BMW
 Golf,,31066.0,Semi-Auto,,Petrol,145.0,32.8,2.0,volkswagen
 Focus,2017.0,10450.0,Manual,15267.0,Petrol,145.0,60.1,1.0,ford
 I10,2017.0,6490.0,Manual,30193.0,Petrol,145.0,60.1,1.0,hyundi
 1 Series,2017.0,16995.0,Semi-Auto,23426.0,Petrol,,,2.0,BMW
 Q5,2016.0,22495.0,Semi-Auto,25721.0,Diesel,200.0,47.1,2.0,Audi
 C Class,2019.0,20249.0,Semi-Auto,10658.0,Petrol,,46.3,1.5,merc
 Mokka X,2018.0,11995.0,Manual,,Petrol,145.0,47.1,1.4,vauxhall
 Q3,2017.0,19995.0,Manual,18380.0,Petrol,145.0,49.6,1.4,Audi
 E Class,2016.0,19995.0,Semi-Auto,,Diesel,20.0,72.4,2.0,merc
 A Class,2019.0,19491.0,Automatic,7057.0,Diesel,145.0,68.9,1.5,merc
 Golf,2020.0,33250.0,Semi-Auto,590.0,Petrol,145.0,36.2,2.0,volkswagen
 Fiesta,2019.0,11298.0,Manual,13733.0,Petrol,145.0,58.9,1.0,ford
 C Class,2019.0,25799.0,Semi-Auto,14944.0,Petrol,145.0,47.1,1.5,merc
 Fiesta,2018.0,8290.0,Manual,29841.0,Petrol,145.0,64.2,1.1,ford
 Polo,2016.0,9690.0,Manual,29415.0,Petrol,20.0,60.1,1.2,volkswagen
 Fiesta,2016.0,11298.0,Manual,5796.0,Petrol,,62.8,1.0,ford
 Kuga,2017.0,,Manual,25490.0,Diesel,145.0,54.3,2.0,ford
 Fiesta,2017.0,11298.0,Manual,,Petrol,,65.7,,ford
 Aygo,2016.0,6990.0,Manual,25374.0,Petrol,0.0,69.0,1.0,toyota
 Golf,2016.0,17495.0,Manual,19100.0,Petrol,145.0,47.1,2.0,volkswagen
 A3,2019.0,21996.0,Manual,2578.0,Diesel,145.0,51.4,1.6,Audi
 Tiguan,2019.0,33450.0,Automatic,5000.0,Diesel,145.0,30.4,2.0,volkswagen
 C Class,2018.0,,Semi-Auto,,Petrol,145.0,42.2,2.0,merc
 1 Series,,4490.0,Manual,79903.0,Diesel,,62.8,2.0,BMW
 Insignia,2014.0,6995.0,Automatic,72193.0,Diesel,150.0,53.3,2.0,vauxhall
 Focus,2018.0,16298.0,Automatic,,Diesel,145.0,64.2,2.0,ford
 Fiesta,2018.0,9490.0,Manual,15196.0,Petrol,145.0,64.2,1.1,ford
 Mokka X,,13599.0,Automatic,3186.0,Petrol,150.0,43.5,1.4,vauxhall
 Insignia,2016.0,7999.0,Manual,45511.0,Diesel,20.0,72.4,,vauxhall
 Passat,2019.0,15350.0,Manual,8396.0,Diesel,145.0,,2.0,volkswagen
 Fiesta,2020.0,15495.0,Automatic,3000.0,Petrol,145.0,,1.0,ford
 1 Series,2019.0,,Manual,8910.0,Diesel,145.0,78.5,,BMW
 X1,2014.0,10295.0,Automatic,65000.0,Diesel,,52.3,2.0,BMW
 Golf,2016.0,19999.0,Automatic,12140.0,Petrol,160.0,44.1,2.0,volkswagen
 Corsa,2016.0,8200.0,Manual,14783.0,Petrol,0.0,,1.0,vauxhall
 Yaris,2018.0,11790.0,Manual,,Petrol,,58.9,1.5,toyota
 Kuga,2017.0,13100.0,Manual,5688.0,Petrol,160.0,,1.5,ford
 Fiesta,2014.0,,Manual,31400.0,Petrol,30.0,54.3,,ford
 Mokka X,2019.0,13351.0,Manual,15184.0,Petrol,145.0,39.2,1.4,vauxhall
 Corsa,,11495.0,Automatic,15000.0,Petrol,150.0,39.8,,vauxhall
 A3,2016.0,15000.0,Manual,,Diesel,30.0,65.7,2.0,Audi
 Up,2014.0,6592.0,Manual,38737.0,Petrol,20.0,60.1,1.0,volkswagen
 Mokka X,2019.0,14922.0,Manual,11320.0,Petrol,145.0,,,vauxhall
 E Class,2017.0,19290.0,Semi-Auto,25500.0,Diesel,150.0,67.3,2.0,merc
 1 Series,2016.0,14017.0,Manual,12670.0,Diesel,20.0,70.6,1.5,BMW
 Focus,2018.0,13989.0,Automatic,16064.0,Petrol,,51.4,,ford
 3 Series,2016.0,,Automatic,28702.0,Hybrid,0.0,134.5,2.0,BMW
 Kuga,2018.0,22500.0,Manual,12000.0,Diesel,145.0,39.2,2.0,ford
 Golf,2018.0,,Semi-Auto,13388.0,Diesel,,72.4,1.6,volkswagen
 Fabia,2017.0,8498.0,Manual,11184.0,Diesel,,74.3,1.4,skoda
 4 Series,2019.0,23350.0,Automatic,,Diesel,145.0,65.7,2.0,BMW
 Fabia,2019.0,13490.0,Manual,1500.0,Petrol,145.0,,1.0,skoda
 Golf,2019.0,15998.0,Semi-Auto,14952.0,Petrol,145.0,,,volkswagen
 A1,2017.0,,Manual,47108.0,Petrol,150.0,56.5,1.4,Audi
 Focus,2018.0,12395.0,Manual,21000.0,Petrol,150.0,57.7,,ford
 5 Series,2018.0,22600.0,Semi-Auto,14102.0,Diesel,145.0,68.9,2.0,BMW
 1 Series,2019.0,17498.0,Automatic,,Diesel,,72.4,1.5,BMW
 X1,2019.0,,Automatic,,Petrol,145.0,37.7,,BMW
 C Class,2015.0,13599.0,Automatic,44598.0,Diesel,30.0,64.2,2.1,merc
 3 Series,,14761.0,Automatic,14209.0,Diesel,,74.3,2.0,BMW
 Focus,2015.0,7994.0,Manual,64612.0,Diesel,20.0,67.3,1.6,ford
 Focus,2014.0,5777.0,Manual,77000.0,Diesel,,67.3,1.6,ford
 Golf,2016.0,12215.0,Manual,33969.0,Petrol,30.0,53.3,1.4,volkswagen
 Insignia,2016.0,,Manual,80000.0,Diesel,20.0,,1.6,vauxhall
 A Class,,27500.0,Semi-Auto,37132.0,Petrol,200.0,40.9,2.0,merc
 C Class,2016.0,19328.0,Automatic,25042.0,Diesel,30.0,64.2,2.1,merc
 Corsa,2019.0,7599.0,Manual,13146.0,Petrol,145.0,43.5,1.4,vauxhall
 Fiesta,2019.0,12350.0,Manual,3977.0,Petrol,145.0,56.5,1.0,ford
 E Class,2015.0,15275.0,Automatic,35987.0,Diesel,125.0,61.4,2.1,merc
 A4,2017.0,13990.0,Manual,40075.0,Petrol,150.0,51.4,1.4,Audi
 Yaris,2017.0,10900.0,Automatic,25092.0,Petrol,30.0,,1.3,toyota
 Focus,2017.0,,Semi-Auto,14681.0,Petrol,,51.4,1.0,ford
 A4,2016.0,,Manual,28000.0,Diesel,20.0,72.4,2.0,Audi
 Astra,2017.0,,Manual,58000.0,Petrol,125.0,,1.4,vauxhall
 Mokka X,2018.0,10799.0,Manual,37403.0,Petrol,145.0,47.1,1.4,vauxhall
 Yaris,2015.0,8995.0,Automatic,,Hybrid,0.0,78.0,1.5,toyota
 Fiesta,2017.0,9739.0,Manual,23500.0,Petrol,20.0,62.8,1.0,ford
 1 Series,,31993.0,Semi-Auto,6000.0,Petrol,145.0,34.5,2.0,BMW
 Aygo,2019.0,8595.0,Manual,14076.0,Petrol,150.0,56.5,1.0,toyota
 Golf,2015.0,10995.0,Manual,23351.0,Petrol,30.0,53.3,1.4,volkswagen
 Mokka X,2018.0,12498.0,Manual,1659.0,Petrol,,47.1,1.4,vauxhall
 Astra,,10791.0,Semi-Auto,36993.0,Diesel,125.0,61.4,1.6,vauxhall
 C Class,,38980.0,Semi-Auto,3999.0,Petrol,145.0,28.3,3.0,merc
 GLC Class,2019.0,54990.0,Automatic,350.0,Petrol,145.0,,4.0,merc
 2 Series,2020.0,23990.0,Semi-Auto,105.0,Diesel,145.0,47.1,2.0,BMW
 Astra,2017.0,9995.0,Manual,8500.0,Petrol,145.0,51.4,1.4,vauxhall
 Corsa,2017.0,8100.0,Manual,,Petrol,145.0,55.4,1.4,vauxhall
 Octavia,2019.0,13990.0,Manual,12269.0,Petrol,145.0,55.4,,skoda
 Yaris,2008.0,1985.0,Automatic,124309.0,Petrol,,48.7,,toyota
 Fiesta,2018.0,13371.0,Manual,5273.0,Petrol,145.0,,1.0,ford
 A Class,2017.0,26498.0,Automatic,,Petrol,200.0,40.9,2.0,merc
 Octavia,2020.0,20995.0,Semi-Auto,1000.0,Diesel,145.0,70.6,1.6,skoda
 Q3,2019.0,28900.0,Semi-Auto,,Petrol,145.0,32.5,2.0,Audi
 Tiguan,2020.0,33999.0,Semi-Auto,501.0,Diesel,,31.4,2.0,volkswagen
 E Class,,16295.0,Semi-Auto,,Diesel,125.0,56.5,,merc
 Q5,2015.0,17995.0,Semi-Auto,59120.0,Diesel,200.0,47.1,2.0,Audi
 Golf,2017.0,21990.0,Automatic,,Petrol,145.0,39.8,2.0,volkswagen
 4 Series,2016.0,17995.0,Semi-Auto,,Petrol,145.0,48.7,2.0,BMW
 A3,2018.0,26000.0,Semi-Auto,30600.0,Petrol,145.0,43.5,2.0,Audi
 Tucson,2018.0,17495.0,Manual,24500.0,Diesel,145.0,48.7,1.6,hyundi
 Polo,2016.0,8845.0,Manual,22136.0,Petrol,20.0,58.9,1.0,volkswagen
 Golf,2015.0,,Manual,11915.0,Diesel,20.0,68.9,,volkswagen
 A4,2015.0,14998.0,Manual,54654.0,Diesel,,55.4,2.0,Audi
 Insignia,2019.0,16998.0,Manual,14156.0,Diesel,150.0,51.4,2.0,vauxhall
 Fiesta,,9400.0,Manual,36239.0,Petrol,0.0,65.7,1.0,ford
 Q2,2018.0,22999.0,Automatic,12210.0,Petrol,145.0,52.3,1.4,Audi
 Focus,2019.0,15995.0,Automatic,14000.0,Petrol,145.0,51.4,1.0,ford
 Focus,2014.0,7298.0,Manual,52544.0,Diesel,20.0,67.3,1.6,ford
 A1,2017.0,10800.0,Manual,31447.0,Petrol,145.0,67.3,1.0,Audi
 Fiesta,2018.0,12249.0,Automatic,34812.0,Petrol,145.0,54.3,1.0,ford
 1 Series,2016.0,10690.0,Manual,,Petrol,125.0,,1.5,BMW
 Mokka X,2018.0,12995.0,Manual,,Petrol,,47.1,1.4,vauxhall
 Fabia,2017.0,,Manual,18339.0,Petrol,20.0,58.8,1.0,skoda
 E Class,2020.0,45900.0,Semi-Auto,51.0,Petrol,145.0,32.5,,merc
 C Class,2019.0,31299.0,Semi-Auto,4831.0,Diesel,,61.4,2.0,merc
 Focus,2009.0,3450.0,Manual,,Petrol,,42.2,1.6,ford
 A3,2017.0,16495.0,Semi-Auto,35000.0,Petrol,30.0,56.5,1.4,Audi
 Fiesta,2014.0,7950.0,Manual,23583.0,Petrol,0.0,,1.0,ford
 Golf,,12450.0,Manual,24290.0,Diesel,145.0,67.3,2.0,volkswagen
 Fiesta,2018.0,11200.0,Manual,20471.0,Petrol,150.0,65.7,1.0,ford
 Mokka X,2018.0,12500.0,Manual,,Petrol,145.0,39.2,,vauxhall
 E Class,,26980.0,Semi-Auto,13278.0,Diesel,145.0,,,merc
 Q3,2019.0,31996.0,Semi-Auto,1500.0,Petrol,145.0,,2.0,Audi
 Octavia,2017.0,13700.0,Manual,26371.0,Petrol,145.0,53.3,1.4,skoda
 Focus,2017.0,8700.0,Manual,45450.0,Diesel,0.0,74.3,1.5,ford
 Octavia,2018.0,13950.0,Semi-Auto,32034.0,Diesel,150.0,72.4,1.6,skoda
 Mokka X,2017.0,,Semi-Auto,41717.0,Diesel,145.0,56.5,1.6,vauxhall
 3 Series,2019.0,29995.0,Semi-Auto,1425.0,Petrol,145.0,42.2,2.0,BMW
 Golf,2017.0,11989.0,Semi-Auto,22495.0,Petrol,145.0,55.4,1.4,volkswagen
 A6,2019.0,,Automatic,5260.0,Diesel,145.0,36.2,3.0,Audi
 Fiesta,2015.0,,Manual,19429.0,Petrol,0.0,65.7,1.0,ford
 2 Series,2017.0,,Manual,9369.0,Diesel,145.0,60.1,2.0,BMW
 I10,2015.0,6995.0,Manual,,Petrol,20.0,,1.0,hyundi
 Mokka,2016.0,7495.0,Manual,43566.0,Petrol,205.0,40.9,1.6,vauxhall
 3 Series,2017.0,19250.0,Automatic,,Diesel,160.0,51.4,3.0,BMW
 Polo,2017.0,9990.0,Manual,13042.0,Petrol,150.0,58.9,1.0,volkswagen
 Fiesta,2017.0,10498.0,Manual,23992.0,Petrol,20.0,62.8,,ford
 3 Series,2018.0,18157.0,Automatic,28438.0,Diesel,145.0,62.8,2.0,BMW
 Aygo,2019.0,,Manual,4883.0,Petrol,145.0,56.5,1.0,toyota
 A Class,2019.0,21498.0,Semi-Auto,6324.0,Diesel,145.0,65.7,1.5,merc
 Fiesta,2018.0,9700.0,Manual,6302.0,Petrol,145.0,,,ford
 Focus,2017.0,12199.0,Manual,17954.0,Diesel,150.0,74.3,1.5,ford
 Golf,2019.0,16490.0,Semi-Auto,,Diesel,145.0,54.3,1.6,volkswagen
 Q2,2020.0,,Semi-Auto,2500.0,Petrol,,42.2,1.5,Audi
 GLA Class,2017.0,19602.0,Semi-Auto,11525.0,Diesel,30.0,64.2,2.1,merc
 Fiesta,2018.0,9400.0,Manual,9682.0,Petrol,145.0,64.2,1.1,ford
 Polo,2018.0,13610.0,Automatic,5966.0,Petrol,145.0,60.1,1.2,volkswagen
 Fiesta,,9720.0,Manual,22038.0,Petrol,145.0,65.7,1.0,ford
 I10,,5499.0,Manual,45495.0,Petrol,30.0,,,hyundi
 EcoSport,2018.0,14990.0,Manual,9500.0,Petrol,145.0,54.3,,ford
 Kuga,,16000.0,Manual,,Diesel,125.0,60.1,2.0,ford
 Mokka X,2017.0,14000.0,Semi-Auto,,Petrol,145.0,43.5,1.4,vauxhall
 Yaris,2018.0,10498.0,Manual,12985.0,Petrol,,58.9,1.5,toyota
 Astra,,12995.0,Manual,6322.0,Petrol,150.0,51.4,1.4,vauxhall
 A1,2015.0,9490.0,Manual,35000.0,Petrol,30.0,,1.4,Audi
 Fabia,2017.0,8490.0,Manual,21936.0,Petrol,20.0,60.1,,skoda
 C Class,2019.0,,Automatic,21927.0,Petrol,145.0,29.4,3.0,merc
 Fiesta,2013.0,4998.0,Manual,54323.0,Petrol,30.0,54.3,,ford
 A Class,2017.0,13790.0,Manual,18332.0,Petrol,125.0,51.4,1.6,merc
 Polo,2014.0,6450.0,Manual,56756.0,Petrol,125.0,,1.2,volkswagen
 Golf,2018.0,14700.0,Manual,24546.0,Diesel,145.0,55.4,,volkswagen
 A6,2019.0,33410.0,Semi-Auto,3968.0,Diesel,145.0,47.9,,Audi
 Yaris,2017.0,12995.0,Automatic,12640.0,Hybrid,0.0,78.0,1.5,toyota
 A3,2019.0,19888.0,Manual,6161.0,Diesel,145.0,,2.0,Audi
 EcoSport,2018.0,13950.0,Manual,13200.0,Petrol,,54.3,1.0,ford
 Golf,2016.0,15300.0,Automatic,38819.0,Diesel,125.0,58.9,2.0,volkswagen
 Fiesta,2014.0,6999.0,Manual,25495.0,Petrol,30.0,54.3,1.2,ford
 Focus,2016.0,9200.0,Manual,36500.0,Petrol,20.0,61.4,1.0,ford
 A Class,,18798.0,Automatic,11288.0,Diesel,145.0,,,merc
 C Class,2019.0,36791.0,Automatic,1765.0,Petrol,145.0,46.3,1.5,merc
 Yaris,2019.0,,Manual,5274.0,Petrol,140.0,47.9,1.5,toyota
 Up,2016.0,6995.0,Manual,13392.0,Petrol,20.0,62.8,1.0,volkswagen
 Passat,2015.0,8450.0,Manual,85060.0,Diesel,20.0,67.3,2.0,volkswagen
 I10,2015.0,5495.0,Manual,27056.0,Petrol,,60.1,1.0,hyundi
 A5,2019.0,30000.0,Automatic,4012.0,Petrol,145.0,40.4,,Audi
 EcoSport,2016.0,8750.0,Manual,25434.0,Petrol,125.0,52.3,1.0,ford
 Fiesta,2016.0,,Manual,31110.0,Petrol,0.0,65.7,1.0,ford
 Kuga,2017.0,15500.0,Manual,,Diesel,145.0,64.2,1.5,ford
 1 Series,2016.0,11000.0,Manual,56121.0,Petrol,125.0,52.3,1.5,BMW
 Tiguan,2016.0,13750.0,Manual,44234.0,Diesel,145.0,53.3,2.0,volkswagen
 Golf,,12989.0,Manual,37234.0,Diesel,150.0,67.3,,volkswagen
 Polo,2017.0,11250.0,Manual,23534.0,Petrol,145.0,60.1,1.2,volkswagen
 A4,,15498.0,Manual,46147.0,Diesel,145.0,,,Audi
 Tiguan,2017.0,18495.0,Semi-Auto,25588.0,Diesel,,57.6,2.0,volkswagen
 Polo,2019.0,14160.0,Semi-Auto,10031.0,Petrol,145.0,45.6,1.0,volkswagen
 Q5,2017.0,25350.0,Semi-Auto,26396.0,Diesel,200.0,,2.0,Audi
 Octavia,2019.0,17990.0,Automatic,7126.0,Diesel,,64.2,,skoda
 Focus,2019.0,15990.0,Manual,8933.0,Petrol,150.0,60.1,1.0,ford
 C Class,,69950.0,Automatic,,Petrol,145.0,27.2,4.0,merc
 Golf,2009.0,2999.0,Manual,101702.0,Diesel,20.0,68.9,1.6,volkswagen
 1 Series,2019.0,,Manual,6756.0,Diesel,145.0,65.7,2.0,BMW
 A Class,2019.0,25950.0,Automatic,,Petrol,145.0,28.5,2.0,merc
 C Class,2017.0,18049.0,Semi-Auto,41005.0,Diesel,30.0,61.4,2.1,merc
 Focus,,15995.0,Manual,14794.0,Diesel,145.0,74.3,1.5,ford
 Corsa,2018.0,7495.0,Manual,13612.0,Petrol,145.0,55.4,1.4,vauxhall
 Fiesta,2015.0,6197.0,Manual,29164.0,Petrol,125.0,,,ford
 Golf,2017.0,16850.0,Manual,,Diesel,20.0,67.3,2.0,volkswagen
 Golf,,18500.0,Manual,2500.0,Diesel,145.0,57.7,1.6,volkswagen
 Tucson,,13999.0,Manual,,Diesel,30.0,61.7,1.7,hyundi
 5 Series,2017.0,21900.0,Semi-Auto,23291.0,Diesel,145.0,65.7,2.0,BMW
 4 Series,2019.0,26444.0,Automatic,6500.0,Diesel,145.0,65.7,2.0,BMW
 E Class,2017.0,24900.0,Automatic,28500.0,Diesel,150.0,70.6,2.0,merc
 Tucson,2017.0,13500.0,Manual,21999.0,Petrol,160.0,44.8,1.6,hyundi
 Corsa,2013.0,4998.0,Manual,,Petrol,,51.4,,vauxhall
 C Class,2017.0,23700.0,Automatic,19832.0,Diesel,125.0,61.4,2.1,merc
 Polo,2017.0,10995.0,Manual,8129.0,Petrol,20.0,60.1,1.0,volkswagen
 Astra,2017.0,9530.0,Manual,23870.0,Petrol,125.0,51.4,1.4,vauxhall
 C Class,2019.0,,Semi-Auto,8746.0,Diesel,145.0,57.7,2.0,merc
 C Class,2016.0,16822.0,Automatic,42402.0,Hybrid,0.0,134.5,2.0,merc
 Golf,2016.0,16000.0,Automatic,42314.0,Diesel,30.0,62.8,2.0,volkswagen
 Astra,2017.0,9998.0,Manual,32218.0,Diesel,20.0,72.4,1.6,vauxhall
 Fiesta,2015.0,7650.0,Manual,18397.0,Diesel,0.0,76.4,1.5,ford
 C Class,2015.0,16899.0,Semi-Auto,30895.0,Diesel,,61.4,2.1,merc
 C Class,2019.0,,Semi-Auto,,Petrol,145.0,29.7,3.0,merc
 A5,2019.0,31000.0,Semi-Auto,1000.0,Diesel,,48.7,2.0,Audi
 Fiesta,2017.0,7350.0,Manual,18504.0,Petrol,125.0,54.3,1.2,ford
 Golf,2019.0,31491.0,Semi-Auto,2726.0,Petrol,150.0,36.2,2.0,volkswagen
 E Class,2015.0,17698.0,Semi-Auto,27622.0,Diesel,145.0,54.3,3.0,merc
 A3,2017.0,12800.0,Manual,28337.0,Petrol,20.0,61.4,1.4,Audi
 Kuga,2020.0,,Automatic,5534.0,Hybrid,140.0,201.8,2.5,ford
 Q3,2016.0,16500.0,Manual,23307.0,Diesel,160.0,49.6,2.0,Audi
 Corsa,2013.0,5495.0,Automatic,,Petrol,165.0,44.8,1.4,vauxhall
 Mokka X,2019.0,13550.0,Manual,11738.0,Petrol,145.0,39.2,1.4,vauxhall
 Corsa,2019.0,,Manual,4878.0,Petrol,145.0,43.5,1.4,vauxhall
 GLA Class,2017.0,19340.0,Semi-Auto,21425.0,Diesel,,,2.1,merc
 A3,,,Manual,51578.0,Petrol,20.0,60.1,1.4,Audi
 Tiguan,,19842.0,Semi-Auto,20392.0,Diesel,145.0,,2.0,volkswagen
 Superb,2017.0,17000.0,Automatic,6875.0,Petrol,145.0,43.5,2.0,skoda
 Astra,2018.0,12595.0,Manual,,Petrol,145.0,51.4,1.4,vauxhall
 1 Series,2015.0,10200.0,Manual,61296.0,Diesel,30.0,65.7,2.0,BMW
 Astra,2017.0,9491.0,Manual,18123.0,Petrol,145.0,51.4,,vauxhall
 Fabia,2015.0,10495.0,Semi-Auto,31727.0,Petrol,20.0,58.9,1.2,skoda
 Q5,2017.0,27300.0,Automatic,,Petrol,,40.4,2.0,Audi
 Superb,2016.0,14699.0,Semi-Auto,5050.0,Petrol,30.0,55.4,1.4,skoda
 Polo,2013.0,4691.0,Manual,72612.0,Petrol,,51.4,1.2,volkswagen
 Focus,2003.0,3999.0,Manual,56064.0,Petrol,325.0,31.0,2.0,ford
